,Date,GoldPrice,GoldVolume,SilverPrice,SilverVolume,OilPrice,OilVolume,GasPrice,GasVolume
59,2015-06-05,15.970999717711999,14.0,15.970999717711999,14.0,63.310001373290994,248872.0,2.5899999141693,131559.0
60,2015-06-08,15.951000213622999,16.0,15.951000213622999,16.0,62.689998626709006,205404.0,2.704999923706,170731.0
61,2015-06-09,15.949000358582001,1.0,15.949000358582001,1.0,64.879997253418,223355.0,2.845999956131,246116.0
62,2015-06-10,15.951999664307001,45246.0,15.951999664307001,45246.0,65.699996948242,210396.0,2.8910000324249,225845.0
63,2015-06-11,15.953000068664998,5.0,15.953000068664998,5.0,65.110000610352,113456.0,2.8250000476837003,188958.0
64,2015-06-12,15.817999839783,5.0,15.817999839783,5.0,63.86999893188501,101413.0,2.75,144900.0
65,2015-06-15,16.076000213623,2.0,16.076000213623,2.0,62.610000610352,26681.0,2.8889999389648,169330.0
66,2015-06-16,15.958000183105,8259.0,15.958000183105,8259.0,63.700000762939,279742.0,2.8940000534058,157271.0
67,2015-06-17,15.939999580383,2.0,15.939999580383,2.0,63.86999893188501,331877.0,2.8550000190735,166029.0
68,2015-06-18,16.148000717163,46.0,16.148000717163,46.0,64.26000213623,217210.0,2.7769999504088996,149242.0
69,2015-06-19,16.104000091552997,12658.0,16.104000091552997,12658.0,63.020000457764,216169.0,2.8159999847412003,117265.0
70,2015-06-22,16.136999130249,1.0,16.136999130249,1.0,63.340000152588,216386.0,2.7330000400543,117991.0
71,2015-06-23,15.732000350952001,4.0,15.732000350952001,4.0,64.449996948242,266021.0,2.7260000705719,105582.0
72,2015-06-24,15.847999572753999,21.0,15.847999572753999,21.0,63.490001678466996,256385.0,2.7590000629425,39837.0
73,2015-06-25,15.805000305176,1.0,15.805000305176,1.0,63.200000762939,213751.0,2.8499999046326,60077.0
74,2015-06-26,15.734999656677001,1.0,15.734999656677001,1.0,63.259998321533004,212119.0,2.7730000019073,0.0
75,2015-06-29,15.663999557495,19508.0,15.663999557495,19508.0,62.009998321533004,266549.0,2.8050000667572004,123712.0
76,2015-06-30,15.550999641417999,1989.0,15.550999641417999,1989.0,63.590000152588,256884.0,2.8320000171661,115062.0
77,2015-07-01,15.552000045776,220.0,15.552000045776,220.0,62.009998321533004,266621.0,2.7829999923706,124691.0
78,2015-07-02,15.536999702453999,257.0,15.536999702453999,257.0,62.069999694824,206002.0,2.8220000267029,156307.0
79,2015-07-06,15.725999832153,87.0,15.725999832153,87.0,56.540000915527,294894.0,2.7560000419617,134798.0
80,2015-07-07,14.949999809265,1041.0,14.949999809265,1041.0,56.849998474121,331586.0,2.7160000801086004,128811.0
81,2015-07-08,15.147000312805,109.0,15.147000312805,109.0,57.049999237061,301107.0,2.6849999427794997,123555.0
82,2015-07-09,15.345000267028999,366.0,15.345000267028999,366.0,58.610000610352,277592.0,2.7260000705719,133123.0
83,2015-07-10,15.468000411987,51.0,15.468000411987,51.0,58.729999542236,154371.0,2.7699999809265,125442.0
84,2015-07-13,15.4359998703,152.0,15.4359998703,152.0,57.849998474121,176870.0,2.864000082016,183790.0
85,2015-07-14,15.295000076294,27.0,15.295000076294,27.0,58.509998321533004,143123.0,2.8399999141692995,151862.0
86,2015-07-15,15.02799987793,86.0,15.02799987793,86.0,57.049999237061,79694.0,2.9179999828339,147619.0
87,2015-07-16,14.96399974823,12.0,14.96399974823,12.0,57.509998321533004,14289.0,2.8540000915527,146190.0
88,2015-07-17,14.819999694824,62.0,14.819999694824,62.0,57.099998474121,157126.0,2.8699998855591,91164.0
89,2015-07-20,14.744999885559,46.0,14.744999885559,46.0,56.650001525879,161060.0,2.8229999542236,141069.0
90,2015-07-21,14.769000053406,102.0,14.769000053406,102.0,57.040000915527,188877.0,2.8819999694823997,94008.0
91,2015-07-22,14.71399974823,10.0,14.71399974823,10.0,56.13000106811499,221457.0,2.8970000743866002,108390.0
92,2015-07-23,14.682999610901,172.0,14.682999610901,172.0,55.270000457764,207129.0,2.8159999847412003,181461.0
93,2015-07-24,14.477000236511,29.0,14.477000236511,29.0,54.61999893188501,195038.0,2.7760000228882005,62907.0
94,2015-07-27,14.593999862671001,18.0,14.593999862671001,18.0,53.470001220703004,226373.0,2.7890000343323,44020.0
95,2015-07-28,14.630999565125,168.0,14.630999565125,168.0,53.299999237061,290602.0,2.8210000991821005,52150.0
96,2015-07-29,14.734000205994,14.0,14.734000205994,14.0,53.38000106811499,290427.0,2.885999917984,10819.0
97,2015-07-30,14.690999984741001,39.0,14.690999984741001,39.0,53.310001373290994,217285.0,2.7679998874663996,146547.0
98,2015-07-31,14.746000289917,101.0,14.746000289917,101.0,52.209999084473,212823.0,2.7160000801086004,117368.0
99,2015-08-03,14.515999794006,131.0,14.515999794006,131.0,49.520000457764,306500.0,2.7479999065398997,130214.0
100,2015-08-04,14.550000190735,119.0,14.550000190735,119.0,49.990001678466996,221652.0,2.8120000362396,140061.0
101,2015-08-05,14.545999526978,1.0,14.545999526978,1.0,49.590000152588,280763.0,2.7980000972748,170367.0
102,2015-08-06,14.670000076294,32730.0,14.670000076294,32730.0,49.520000457764,236356.0,2.8129999637604,190872.0
103,2015-08-07,14.815999984741001,16.0,14.815999984741001,16.0,48.610000610352,245821.0,2.7980000972748,155079.0
104,2015-08-10,15.288999557495,6.0,15.288999557495,6.0,50.409999847412,208257.0,2.8420000076294,132721.0
105,2015-08-11,15.281000137328999,15.0,15.281000137328999,15.0,49.180000305176,223213.0,2.8440001010895,143152.0
106,2015-08-12,15.472999572753999,4.0,15.472999572753999,4.0,49.659999847412,153807.0,2.930999994278,197562.0
107,2015-08-13,15.395999908447001,11733.0,15.395999908447001,11733.0,49.220001220703004,115920.0,2.7869999408722,246314.0
108,2015-08-14,15.210000038147,1.0,15.210000038147,1.0,49.029998779296996,21365.0,2.8010001182556,97799.0
109,2015-08-17,15.295000076294,6791.0,15.295000076294,6791.0,48.740001678466996,195605.0,2.7279999256133998,120545.0
110,2015-08-18,14.786999702453999,11205.0,14.786999702453999,11205.0,48.810001373290994,191533.0,2.7039999961852996,105540.0
111,2015-08-19,15.175999641417999,13459.0,15.175999641417999,13459.0,47.159999847412,250806.0,2.7160000801086004,85957.0
112,2015-08-20,15.517000198364,252.0,15.517000198364,252.0,46.61999893188501,221543.0,2.7550001144409,142290.0
113,2015-08-21,15.300999641417999,17639.0,15.300999641417999,17639.0,45.459999084473,231795.0,2.6760001182556,114837.0
114,2015-08-24,14.762000083922999,9.0,14.762000083922999,9.0,42.689998626709,305733.0,2.6500000953674,105379.0
115,2015-08-25,14.609999656677001,13.0,14.609999656677001,13.0,43.209999084473,292102.0,2.6849999427794997,46664.0
116,2015-08-26,14.045000076294,35.0,14.045000076294,35.0,43.139999389648,267561.0,2.6930000782012997,33493.0
117,2015-08-27,14.420999526978,8.0,14.420999526978,8.0,47.560001373290994,333701.0,2.6380000114441002,9814.0
118,2015-08-28,14.534999847412,13209.0,14.534999847412,13209.0,50.049999237061,418778.0,2.7149999141692995,80832.0
119,2015-08-31,14.576999664307001,1441.0,14.576999664307001,1441.0,54.150001525879,321317.0,2.6889998912811,87735.0
120,2015-09-01,14.612999916077001,779.0,14.612999916077001,779.0,49.560001373290994,373639.0,2.7019999027252,94139.0
121,2015-09-02,14.66100025177,382.0,14.66100025177,382.0,50.5,324837.0,2.6480000019073,81044.0
122,2015-09-03,14.701999664307001,123.0,14.701999664307001,123.0,50.680000305176,270544.0,2.7249999046326,157041.0
123,2015-09-04,14.543999671936,120.0,14.543999671936,120.0,49.610000610352,221220.0,2.6549999713898,105076.0
124,2015-09-08,14.75,233.0,14.75,233.0,49.520000457764,253288.0,2.710000038147,142154.0
125,2015-09-09,14.567999839783,85.0,14.567999839783,85.0,47.580001831055,173222.0,2.6510000228882005,129970.0
126,2015-09-10,14.633999824524,155.0,14.633999824524,155.0,48.889999389648,192415.0,2.683000087738,184221.0
127,2015-09-11,14.489999771117999,47.0,14.489999771117999,47.0,48.139999389648,143408.0,2.6930000782012997,104410.0
128,2015-09-14,14.357000350952001,33.0,14.357000350952001,33.0,46.36999893188501,104057.0,2.7579998970032,147615.0
129,2015-09-15,14.319000244141,24.0,14.319000244141,24.0,46.63000106811499,18462.0,2.7279999256133998,99554.0
130,2015-09-16,14.878000259398998,25.0,14.878000259398998,25.0,49.75,288333.0,2.6600000858307,134433.0
131,2015-09-17,14.97500038147,28.0,14.97500038147,28.0,49.080001831055,228857.0,2.6519999504088996,103117.0
132,2015-09-18,15.154000282288001,3.0,15.154000282288001,3.0,47.470001220703004,225724.0,2.6050000190735,84023.0
133,2015-09-21,15.215999603271001,57.0,15.215999603271001,57.0,48.919998168945,179898.0,2.5729999542236,95586.0
134,2015-09-22,14.75,37.0,14.75,37.0,49.080001831055,185413.0,2.5769999027252,99088.0
135,2015-09-23,14.779999732971001,12.0,14.779999732971001,12.0,47.75,232269.0,2.569000005722,102002.0
136,2015-09-24,15.125,189.0,15.125,189.0,48.169998168945,198036.0,2.5910000801086,73238.0
137,2015-09-25,15.105999946594,21.0,15.105999946594,21.0,48.599998474121,189403.0,2.5639998912811004,63285.0
138,2015-09-28,14.538000106812,53.0,14.538000106812,53.0,47.340000152588,188283.0,2.5629999637604,11240.0
139,2015-09-29,14.569000244141,19.0,14.569000244141,19.0,48.229999542236,181413.0,2.5859999656677,115762.0
140,2015-09-30,14.512999534607001,10.0,14.512999534607001,10.0,48.36999893188501,219886.0,2.5239999294281,131356.0
141,2015-10-01,14.505999565125,15.0,14.505999565125,15.0,47.689998626709006,239316.0,2.433000087738,165222.0
142,2015-10-02,15.256999969481999,3.0,15.256999969481999,3.0,48.13000106811499,201586.0,2.4509999752044997,113070.0
143,2015-10-05,15.701999664307001,8.0,15.701999664307001,8.0,49.25,215447.0,2.4500000476837003,103985.0
144,2015-10-06,15.979000091552999,37.0,15.979000091552999,37.0,51.919998168945,303579.0,2.4700000286102,140217.0
145,2015-10-07,16.087999343872003,10.0,16.087999343872003,10.0,51.330001831055,299914.0,2.4739999771117995,163423.0
146,2015-10-08,15.760000228882001,7.0,15.760000228882001,7.0,53.049999237061,219938.0,2.4979999065399,176167.0
147,2015-10-09,15.809000015258999,1.0,15.809000015258999,1.0,52.650001525879,174338.0,2.5020000934601,134032.0
148,2015-10-12,15.854999542236,5.0,15.854999542236,5.0,49.860000610352,166832.0,2.5350000858307,134727.0
149,2015-10-13,15.897000312805,15.0,15.897000312805,15.0,49.240001678466996,108370.0,2.4979999065399,149909.0
150,2015-10-14,16.101999282837,18.0,16.101999282837,18.0,49.150001525879,63280.0,2.5179998874664,146825.0
151,2015-10-15,16.152000427246,16.0,16.152000427246,16.0,48.709999084473,16785.0,2.4530000686645,179397.0
152,2015-10-16,16.101999282837,12.0,16.101999282837,12.0,50.459999084473,225956.0,2.4300000667572,119252.0
153,2015-10-19,15.829000473022,1.0,15.829000473022,1.0,48.610000610352,223306.0,2.441999912262,95860.0
154,2015-10-20,15.904999732971001,6.0,15.904999732971001,6.0,48.709999084473,253325.0,2.4760000705719,147317.0
155,2015-10-21,15.696000099182001,10.0,15.696000099182001,10.0,47.849998474121,244638.0,2.404000043869,156828.0
156,2015-10-22,15.822999954224,33495.0,15.822999954224,33495.0,48.080001831055,201591.0,2.3859999179840004,138906.0
157,2015-10-23,15.817999839783,5.0,15.817999839783,5.0,47.990001678466996,242056.0,2.2860000133514,107554.0
158,2015-10-26,15.89999961853,1.0,15.89999961853,1.0,47.540000915527,193978.0,2.0620000362396,133205.0
159,2015-10-27,15.857999801636,7.0,15.857999801636,7.0,46.810001373290994,243114.0,2.0920000076294,76120.0
160,2015-10-28,16.288000106812,17.0,16.288000106812,17.0,49.049999237061,306597.0,2.0329999923706,12817.0
161,2015-10-29,15.543999671936,31.0,15.543999671936,31.0,48.799999237061,213925.0,2.2569999694823997,154664.0
162,2015-10-30,15.565999984741001,19.0,15.565999984741001,19.0,49.560001373290994,238590.0,2.3210000991821,186377.0
163,2015-11-02,15.413000106812,4.0,15.413000106812,4.0,48.790000915527,224283.0,2.2560000419617,122901.0
164,2015-11-03,15.244000434875,1.0,15.244000434875,1.0,50.540000915527,283357.0,2.2530000209808,128360.0
165,2015-11-04,15.062999725342,1.0,15.062999725342,1.0,48.580001831055,328135.0,2.2620000839233,124176.0
166,2015-11-05,14.987999916077001,42796.0,14.987999916077001,42796.0,47.979999542236,227998.0,2.3640000820159996,174266.0
167,2015-11-06,14.696000099182001,14.0,14.696000099182001,14.0,47.419998168945,245485.0,2.3710000514983998,182939.0
168,2015-11-09,14.418000221252,50392.0,14.418000221252,50392.0,47.189998626709006,202178.0,2.2999999523162997,151379.0
169,2015-11-10,14.355999946594,3.0,14.355999946594,3.0,47.439998626709006,206340.0,2.3199999332428,149632.0
170,2015-11-11,14.262000083922999,10.0,14.262000083922999,10.0,45.810001373290994,193335.0,2.2630000114441002,162914.0
171,2015-11-12,14.223999977112,16.0,14.223999977112,16.0,44.060001373290994,132491.0,2.2599999904633,151541.0
172,2015-11-13,14.203000068664998,39517.0,14.203000068664998,39517.0,43.610000610352,28631.0,2.3610000610352,167723.0
173,2015-11-16,14.220999717711999,4.0,14.220999717711999,4.0,44.560001373290994,310123.0,2.3849999904633,157363.0
174,2015-11-17,14.170000076294,2.0,14.170000076294,2.0,43.569999694824,260695.0,2.3710000514983998,125018.0
175,2015-11-18,14.079999923706,14.0,14.079999923706,14.0,44.139999389648,255682.0,2.3469998836517005,104245.0
176,2015-11-19,14.241999626160002,33.0,14.241999626160002,33.0,44.180000305176,201033.0,2.2760000228882005,146821.0
177,2015-11-20,14.105999946594,1.0,14.105999946594,1.0,44.659999847412,245339.0,2.1449999809265,136869.0
178,2015-11-23,14.041999816895,3.0,14.041999816895,3.0,44.830001831055,290998.0,2.210000038147,83260.0
179,2015-11-24,14.168999671936,5.0,14.168999671936,5.0,46.11999893188501,271930.0,2.2000000476837003,57912.0
180,2015-11-25,14.168000221252,1.0,14.168000221252,1.0,46.169998168945,229114.0,2.2060000896454,10361.0
181,2015-11-27,14.008000373839998,17231.0,14.008000373839998,17231.0,44.860000610352,165308.0,2.2119998931885,68463.0
182,2015-11-30,14.050000190735,1623.0,14.050000190735,1623.0,44.610000610352,235944.0,2.2349998950958,93354.0
183,2015-12-01,14.055000305176,281.0,14.055000305176,281.0,44.439998626709006,301200.0,2.2309999465942,140269.0
184,2015-12-02,13.979000091552999,210.0,13.979000091552999,210.0,42.490001678467,324059.0,2.164999961853,133512.0
185,2015-12-03,14.053000450134,498.0,14.053000450134,498.0,43.840000152588,271482.0,2.180999994278,143065.0
186,2015-12-04,14.505000114441,92.0,14.505000114441,92.0,43.0,345828.0,2.1860001087188996,85242.0
187,2015-12-07,14.307000160217,60.0,14.307000160217,60.0,40.729999542236,272442.0,2.066999912262,188741.0
188,2015-12-08,14.090999603271001,72.0,14.090999603271001,72.0,40.259998321533,328376.0,2.0699999332428,172495.0
189,2015-12-09,14.163999557495,37.0,14.163999557495,37.0,40.110000610352,284646.0,2.0620000362396,153581.0
190,2015-12-10,14.085000038147,6.0,14.085000038147,6.0,39.729999542236,188988.0,2.0150001049041997,186400.0
191,2015-12-11,13.859000205994,20.0,13.859000205994,20.0,37.930000305176,167311.0,1.9900000095366999,168113.0
192,2015-12-14,13.666000366211,90.0,13.666000366211,90.0,37.919998168945,115119.0,1.8940000534058001,140549.0
193,2015-12-15,13.739999771117999,2.0,13.739999771117999,2.0,38.450000762939,73703.0,1.8220000267029,171961.0
194,2015-12-16,14.218000411987,22.0,14.218000411987,22.0,37.189998626709,18232.0,1.789999961853,157968.0
195,2015-12-17,13.682999610901,150.0,13.682999610901,150.0,37.060001373291,200845.0,1.7549999952316,213109.0
196,2015-12-18,14.079999923706,20.0,14.079999923706,20.0,36.880001068115,218042.0,1.7669999599456998,150915.0
197,2015-12-21,14.300999641417999,19.0,14.300999641417999,19.0,36.349998474121,175115.0,1.9110000133513998,182619.0
198,2015-12-22,14.302000045776,35.0,14.302000045776,35.0,36.110000610352,166304.0,1.8880000114441002,112282.0
199,2015-12-23,14.277000427246001,71.0,14.277000427246001,71.0,37.360000610352,196978.0,1.9830000400543002,102217.0
200,2015-12-24,14.369000434875,4.0,14.369000434875,4.0,37.889999389648,111015.0,2.029000043869,47512.0
201,2015-12-28,13.873000144958,10.0,13.873000144958,10.0,36.619998931885,84344.0,2.2279999256134,65772.0
202,2015-12-29,13.916999816895,8.0,13.916999816895,8.0,37.790000915527,171677.0,2.3719999790192,12457.0
203,2015-12-30,13.8140001297,106.0,13.8140001297,106.0,36.459999084473,173512.0,2.2139999866486,134926.0
204,2015-12-31,13.77499961853,13.0,13.77499961853,13.0,37.279998779296996,149598.0,2.3369998931885,144665.0
205,2016-01-04,13.817000389099,27.0,13.817000389099,27.0,37.220001220703004,321841.0,2.3340001106262003,135238.0
206,2016-01-05,13.949000358582001,4.0,13.949000358582001,4.0,36.419998168945,275471.0,2.3250000476837003,123923.0
207,2016-01-06,13.956999778748,105.0,13.956999778748,105.0,34.229999542236,296862.0,2.2669999599457,166278.0
208,2016-01-07,14.335000038147,286.0,14.335000038147,286.0,33.75,291511.0,2.3819999694823997,214462.0
209,2016-01-08,13.907999992370998,6.0,13.907999992370998,6.0,33.549999237061,206974.0,2.4719998836517005,163907.0
210,2016-01-11,13.854999542236,17.0,13.854999542236,17.0,31.549999237061,202062.0,2.3959999084473,146842.0
211,2016-01-12,13.739999771117999,15.0,13.739999771117999,15.0,30.860000610352,142525.0,2.2569999694823997,157603.0
212,2016-01-13,14.145000457764,17.0,14.145000457764,17.0,30.309999465942003,91957.0,2.2690000534058,137810.0
213,2016-01-14,13.737000465392999,1.0,13.737000465392999,1.0,31.030000686645998,16390.0,2.1389999389648,156658.0
214,2016-01-15,13.883999824524,44607.0,13.883999824524,44607.0,28.940000534057997,344461.0,2.0999999046326,103815.0
215,2016-01-19,14.109999656677001,3.0,14.109999656677001,3.0,28.760000228882,419479.0,2.0910000801086,133091.0
216,2016-01-20,14.147000312805,1.0,14.147000312805,1.0,27.879999160767003,375397.0,2.1180000305176003,106102.0
217,2016-01-21,14.083000183105,2.0,14.083000183105,2.0,29.25,394256.0,2.1380000114441002,161148.0
218,2016-01-22,14.043000221252,7.0,14.043000221252,7.0,32.180000305176,407784.0,2.1389999389648,92561.0
219,2016-01-25,14.239999771117999,8.0,14.239999771117999,8.0,30.5,310139.0,2.1579999923706,59778.0
220,2016-01-26,14.543999671936,1.0,14.543999671936,1.0,31.799999237061,335094.0,2.1800000667572,47007.0
221,2016-01-27,14.439999580383,37694.0,14.439999580383,37694.0,33.099998474121,257108.0,2.1889998912811004,11477.0
222,2016-01-28,14.215999603271001,27.0,14.215999603271001,27.0,33.889999389648,195144.0,2.1819999217987003,183962.0
223,2016-01-29,14.229000091552999,27.0,14.229000091552999,27.0,34.740001678467,29658.0,2.2980000972748,181501.0
224,2016-02-01,14.329000473022,9.0,14.329000473022,9.0,34.240001678467,331872.0,2.1519999504088996,174774.0
225,2016-02-02,14.276000022888,2.0,14.276000022888,2.0,32.720001220703004,346885.0,2.0250000953674,215715.0
226,2016-02-03,14.720000267028999,47.0,14.720000267028999,47.0,35.040000915527,396576.0,2.0380001068115,124472.0
227,2016-02-04,14.836000442505,23.0,14.836000442505,23.0,34.459999084473,323933.0,1.972000002861,153156.0
228,2016-02-05,14.763999938965002,7.0,14.763999938965002,7.0,34.060001373291,296567.0,2.0629999637604,165224.0
229,2016-02-08,15.416000366211,62.0,15.416000366211,62.0,32.880001068115,211549.0,2.1400001049041997,197084.0
230,2016-02-09,15.444000244141,18.0,15.444000244141,18.0,30.319999694824,305766.0,2.0980000495911004,144489.0
231,2016-02-10,15.277000427246001,3.0,15.277000427246001,3.0,30.840000152588,332987.0,2.0460000038147,147136.0
232,2016-02-11,15.788999557495,58.0,15.788999557495,58.0,30.059999465942003,347586.0,1.9939999580382999,163827.0
233,2016-02-12,15.784999847412,2.0,15.784999847412,2.0,33.360000610352,394479.0,1.9659999608993,102013.0
234,2016-02-16,15.329000473022,7.0,15.329000473022,7.0,32.180000305176,398492.0,1.902999997139,135735.0
235,2016-02-17,15.371999740601002,4.0,15.371999740601002,4.0,34.5,355922.0,1.9420000314712,108686.0
236,2016-02-18,15.427000045776,62250.0,15.427000045776,62250.0,34.279998779296996,324096.0,1.8519999980927,144732.0
237,2016-02-19,15.368000030518001,50791.0,15.368000030518001,50791.0,33.009998321533,287089.0,1.8040000200272,110286.0
238,2016-02-22,15.178999900817999,1.0,15.178999900817999,1.0,34.689998626709,233332.0,1.8209999799728,92455.0
239,2016-02-23,15.234999656677001,59962.0,15.234999656677001,59962.0,33.270000457764,348078.0,1.7819999456406,54649.0
240,2016-02-24,15.291999816895,83784.0,15.291999816895,83784.0,34.409999847412,344004.0,1.777999997139,41977.0
241,2016-02-25,15.164999961853,1.0,15.164999961853,1.0,35.290000915527,210573.0,1.7109999656677,11512.0
